# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
cloud.txt
platfrom.txt
miscobject.txt
piranhaplant.txt
koopa.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#piranhaplant
9	368	164	80001

#Misc

#bush1	
6	30	180	70004
6	46	180	70001
6	62	180	70001
6	78	180	70001
6	94	180	70002
6	110	180	70003
6	125	180	70001
6	141	180	70005
6	30	164	70004
6	46	164	70002
6	62	164	70003
6	78	164	70001
6	94	164	70005
6	110	164	70004
6	125	164	70002
6	140	164	70007
6	31	148	70006
6	45	148	70003
6	61	148	70005
6	79	148	70006
6	93	148	70007
6	111	148	70006
6	125	148	70007
6	46	132	70006
6	60	132	70007
#bushes1	
6	173	180	70008
6	189	180	70008
6	205	180	70008
#panel1
6	253	180	70009
6	269	180	70010
6	285	180	70011
6	253	164	70012
6	269	164	70013
6	285	164	70014
6	253	148	70015
6	269	148	70016
6	285	148	70017
#blackline1
6	297	180	70018
6	297	164	70018
6	297	152	70019

#pipe
6	361	180	60007
6	377	180	60008
6	361	164	60007	
6	377	164	60008
6	361	148	60009
6	377	148	60010
#panel2
6	305	180	70029
6	317	180	70022
6	305	164	70030
6	317	164	70025
6	305	152	70031
6	317	152	70032
6	297	144	70031
6	305	144	70031
6	317	144	70032
6	285	132	70023
6	301	132	70024
6	317	132	70025
6	285	116	70026
6	301	116	70027
6	317	116	70028
#blackline2
6	329	180	70018
6	329	164	70018
6	329	148	70018
6	329	132	70018
6	329	120	70019
#panel3
6	409	180	70033
6	425	180	70034
6	441	180	70034
6	457	180	70034
6	473	180	70035
6	409	164	70036
6	425	164	70037
6	441	164	70037
6	457	164	70037
6	473	164	70038
6	409	148	70039
6	425	148	70040
6	441	148	70040
6	457	148	70040
6	473	148	70041
#blackline3
6	485	180	70018
6	485	164	70018
6	485	152	70019
#panel4
6	493	180	70042
6	505	180	70010
6	493	164	70043
6	505	164	70013
6	485	144	70044
6	493	148	70043
6	505	148	70013
6	521	148	70014
6	473	132	70012
6	489	132	70013
6	505	132	70013
6	521	132	70014
6	473	116	70015
6	489	116	70016
6	505	116	70016
6	521	116	70017
#blackline4
6	533	148	70018
6	533	132	70018
6	533	120	70019
#panel5
6	521	180	70033
6	537	180	70034
6	553	180	70034
6	569	180	70034
6	585	180	70034
6	601	180	70035
6	521	164	70039
6	537	164	70040
6	553	164	70040
6	569	164	70040
6	585	164	70040
6	601	164	70041
#blackline5
6	613	180	70018
6	613	168	70019
#panel6
6	541	148	70056
6	553	148	70050
6	569	148	70051
6	541	132	70056
6	541	116	70056
6	553	132	70050
6	569	132	70051
6	553	116	70050
6	569	116	70051
6	533	112	70057
6	521	100	70049
6	537	100	70050
6	553	100	70050
6	569	100	70051
6	521	84	70052
6	537	84	70053
6	553	84	70053
6	569	84	70054
#blackline6
6	581	148	70018
6	581	132	70018
6	581	116	70018
6	581	100	70018
6	581	88	70019
#bushes2
6	693	164	70008
6	709	164	70008
6	725	164	70008
6	741	164	70008
6	757	164	70008
6	773	164	70008
#bush2
6	837	164	70006
6	852	164	70003
6	868	164	70001
6	884	164	70001
6	900	164	70001
6	916	164	70001
6	932	164	70001
6	948	164	70005
6	964	164	70006
6	978	164	70003
6	994	164	70001
6	1010	164	70005
6	852	148	70004
6	868	148	70002
6	884	148	70003
6	900	148	70002
6	916	148	70003
6	932	148	70001
6	948	148	70005
6	978	148	70004
6	994	148	70002
6	1009	148	70007
6	853	132	70006
6	867	132	70007
6	885	132	70006
6	900	132	70003
6	916	132	70005
6	933	132	70006
6	947	132	70007
6	979	132	70006
6	993	132	70007
6	901	116	70006
6	915	116	70007
#bushes3
6	1058	164	70008
6	1074	164	70008
# MARIO
0	585	10

# BRICKS
#1	0	132
#1	0	148
#1	0	164
#1	0	180

#questionbrick
8	189	132
8	205	132
8	237	84
8	253	84
8	677	164
8	725	132

#COIN
4	100	120
4	120	120
4	140	120

#Goomba
2	250	10
2	400	100
2	800	20

#Koopa
3	600	120

#PanelPlatform
7	0	220	16	62	100	60011	60011	60011
7	0	240	16	62	100	60011	60011	60011
7	0	260	16	62	100	60011	60011	60011
7	0	280	16	62	100	60011	60011	60011
7	250	180	8	78	6	60011	60011	60011
7	283	128	8	38	6	60011	60011	60011
#7	518	76	8	2	8	60011	60011	60011
7	406	180	8	78	10	60011	60011	60011
7	518	180	8	48	12	60011	60011	60011
7	470	126	8	36	8	60011	60011	60011
7	518	92	8	32	8	60011	60011	60011
7	357	141	4	2	8	60011	60011	60011	

#Platform	x	y	width	height	length	begin	middle	end
#normal
5	120	90	16	16	4	20001	20001	20001
#5	360	180	16	16	2	60007	60007	60008
#5	360	164	16	16	2	60007	60007	60008
#5	360	148	16	16	2	60009	60009	60010
#5	360	184	16	16	2	60011	60011	60011
5	357	164	4	48	1	60011	60011	60011
5	382	164	4	48	1	60011	60011	60011		
5	0	196	16	16	40	60001	60002	60003
5	640	196	16	16	29	60004	60005	60006
5	640	180	16	16	29	60001	60002	60003	

#Portal 
50	500	110	316	140	2
